210208.199623,-108.899172,142.444887,-19.468212,  35.6676261303, 139.7910059462,40.266788,11
210208.399623,-108.571942,141.092491,-17.861096,  35.6676255241, 139.7910071510,40.695855,11
210208.599623,-108.435672,141.078476,-17.832004,  35.6676261632, 139.7910083161,40.475949,11
210208.799623,-108.362317,141.039859,-17.552543,  35.6676256144, 139.7910085825,40.675675,11
210208.999623,-108.341044,141.133403,-18.025963,  35.6676262117, 139.7910090503,40.249584,11
210209.199623,-108.287509,141.309999,-18.263157,  35.6676275957, 139.7910100607,40.008744,11
210209.399623,-108.262611,141.485907,-18.226551,  35.6676286904, 139.7910096171,40.166031,11
210209.599623,-108.483206,141.489697,-17.636931,  35.6676284520, 139.7910074679,40.637093,11
210209.799623,-108.547506,141.442855,-17.363745,  35.6676283076, 139.7910081725,40.730797,11
210209.999623,-108.566026,141.457358,-17.242797,  35.6676284376, 139.7910071425,40.824361,11
210210.199623,-108.627325,141.539305,-17.099692,  35.6676288442, 139.7910069935,40.904460,11
210210.399623,-108.615813,141.479181,-16.981866,  35.6676284470, 139.7910069756,41.128455,11
210210.599623,-108.458658,141.718694,-16.995869,  35.6676304146, 139.7910086826,41.083426,11
210210.799623,-108.469268,141.785489,-16.577459,  35.6676305225, 139.7910076807,41.520241,11
210210.999623,-108.521962,141.871068,-16.269142,  35.6676314752, 139.7910072225,41.660877,11
210211.199622,-108.552764,141.994786,-16.005866,  35.6676321038, 139.7910067007,41.952244,11
210211.399622,-108.667085,142.102818,-16.050062,  35.6676327393, 139.7910054634,41.924433,12
210211.599622,-108.891757,142.025926,-15.782659,  35.6676326966, 139.7910040067,42.107237,12
210211.799622,-108.856616,142.105084,-15.893534,  35.6676330777, 139.7910044159,42.071568,12
210211.999622,-108.870223,142.030682,-15.648275,  35.6676323135, 139.7910039588,42.271596,12
210212.199622,-108.820281,142.054666,-15.596973,  35.6676326171, 139.7910041997,42.359729,12
210212.399622,-108.870247,142.176605,-15.925007,  35.6676334823, 139.7910032330,41.997163,12
210212.599622,-108.763392,142.454759,-16.219522,  35.6676357564, 139.7910046739,41.755974,12
210212.799622,-108.760426,142.312564,-16.128428,  35.6676340606, 139.7910037988,41.745769,12
210212.999622,-108.740284,142.257038,-15.901652,  35.6676338089, 139.7910040180,41.985393,12
210213.199622,-108.810229,142.134103,-15.830124,  35.6676328627, 139.7910034500,42.049471,12
210213.399622,-108.966035,141.982708,-15.358501,  35.6676316972, 139.7910022698,42.477321,12
210213.599622,-109.020702,141.708262,-15.493249,  35.6676294948, 139.7910019317,42.345236,12
210213.799622,-108.993678,141.606399,-15.571393,  35.6676293293, 139.7910018628,42.348713,12
210213.999622,-109.000696,141.477434,-15.575033,  35.6676284197, 139.7910015057,42.234022,12
210214.199622,-109.134108,141.419560,-15.512217,  35.6676281174, 139.7910002538,42.346621,12
210214.399621,-109.200297,141.291930,-15.439477,  35.6676271020, 139.7909998915,42.404528,12
210214.599621,-109.181093,141.333499,-15.738463,  35.6676277819, 139.7909999684,42.214786,12
210214.799621,-109.196075,141.436590,-16.059895,  35.6676288071, 139.7909998918,42.043063,12
210214.999621,-109.194956,141.610983,-16.241075,  35.6676296129, 139.7909997993,42.047035,12
210215.199621,-109.215293,141.511195,-16.286291,  35.6676284144, 139.7909996121,42.072573,12
210215.399621,-109.361999,141.491760,-16.607684,  35.6676286342, 139.7909984841,41.834686,12
210215.599621,-109.556284,141.596840,-16.569725,  35.6676287181, 139.7909969163,41.924100,12
210215.799621,-109.641887,141.532153,-16.585014,  35.6676284815, 139.7909963837,41.898008,12
210215.999621,-109.681618,141.491710,-16.518311,  35.6676275920, 139.7909966573,41.947257,12
210216.199621,-109.623930,141.427371,-16.736032,  35.6676275289, 139.7909974326,41.729354,12
210216.399621,-109.692702,141.345725,-16.475871,  35.6676265045, 139.7909965232,42.098066,12
210216.599621,-109.830148,141.259929,-16.330463,  35.6676257852, 139.7909959815,42.196085,12
210216.799621,-109.712516,141.160983,-16.006912,  35.6676244823, 139.7909969334,42.562779,12
210216.999621,-109.627719,141.224541,-16.258681,  35.6676250179, 139.7909965523,42.292495,12
210217.199621,-109.743647,141.139117,-15.992563,  35.6676240199, 139.7909955915,42.521548,12
210217.399620,-109.646700,140.976741,-16.094776,  35.6676223922, 139.7909968024,42.394141,12
210217.599620,-109.702706,140.921570,-16.227735,  35.6676224641, 139.7909954228,42.350282,12
210217.799620,-109.755728,140.865790,-16.130979,  35.6676218465, 139.7909956505,42.412936,12
210217.999620,-109.722301,140.821798,-16.072168,  35.6676217214, 139.7909957564,42.362039,12
210218.199620,-109.840242,140.741322,-16.072867,  35.6676205719, 139.7909947179,42.364215,12
210218.399620,-109.837245,140.608284,-15.999552,  35.6676206088, 139.7909953317,42.461318,12
210218.599620,-109.867528,140.457717,-15.399338,  35.6676190954, 139.7909944063,42.931967,12
210218.799620,-109.881595,140.401007,-15.180718,  35.6676188126, 139.7909938777,43.151911,12
210218.999620,-109.889178,140.245040,-15.445917,  35.6676176787, 139.7909939676,42.858909,12
210219.199620,-109.888037,140.168726,-15.451203,  35.6676175149, 139.7909940817,42.943202,12
210219.399620,-109.955873,140.231140,-15.116326,  35.6676185676, 139.7909937821,43.203053,12
210219.599620,-109.953203,140.102543,-15.012466,  35.6676179415, 139.7909942701,43.175073,12
210219.799620,-109.991154,140.064647,-15.080247,  35.6676176125, 139.7909938358,43.137298,12
210219.999620,-109.962741,140.209406,-15.147311,  35.6676184204, 139.7909946614,43.137565,12
210220.199620,-109.940144,140.117695,-15.024666,  35.6676173640, 139.7909946087,43.240534,12
210220.399619,-109.988809,139.898841,-14.996060,  35.6676155617, 139.7909941676,43.288354,12
210220.599619,-109.854694,139.944375,-15.164575,  35.6676162907, 139.7909953953,43.165808,12
210220.799619,-109.741131,139.895495,-15.026582,  35.6676157049, 139.7909958867,43.309435,12
210220.999619,-109.734934,139.778385,-14.882085,  35.6676151188, 139.7909964428,43.383055,12
210221.199619,-109.685106,139.703788,-15.047643,  35.6676148507, 139.7909965467,43.329306,12
210221.399619,-109.734782,139.528441,-14.474140,  35.6676135972, 139.7909963513,43.859436,12
210221.599619,-109.677911,139.436280,-13.689754,  35.6676134667, 139.7909968194,44.439722,12
210221.799619,-109.560575,139.503833,-13.776789,  35.6676139445, 139.7909973986,44.166307,12
210221.999619,-109.525835,139.385127,-13.660861,  35.6676129994, 139.7909977839,44.375087,12
210222.199619,-109.416767,139.513903,-14.003738,  35.6676141965, 139.7909986143,43.999623,12
210222.399619,-109.501050,139.500208,-14.125654,  35.6676138303, 139.7909979409,43.985067,12
210222.599619,-109.483898,139.626180,-14.347975,  35.6676148589, 139.7909990586,43.782366,12
210222.799619,-109.403202,139.700270,-14.771588,  35.6676158287, 139.7910002311,43.433460,12
210222.999619,-109.372569,139.655733,-14.566182,  35.6676151062, 139.7909998352,43.673948,12
210223.199619,-109.384355,139.616404,-14.522485,  35.6676149503, 139.7910000465,43.747065,12
210223.399619,-109.421461,139.647450,-14.534393,  35.6676157165, 139.7909994488,43.735150,12
210223.599618,-109.465372,139.593903,-14.591672,  35.6676158237, 139.7909994744,43.683302,12
210223.799618,-109.547328,139.569364,-14.441376,  35.6676151038, 139.7909990634,43.900486,12
210223.999618,-109.727533,139.484041,-13.910695,  35.6676147379, 139.7909972762,44.285542,12
210224.199618,-109.882914,139.508442,-13.914248,  35.6676156830, 139.7909968868,44.318363,12
210224.399618,-109.739682,139.701799,-14.399459,  35.6676165868, 139.7909982051,43.978755,12
210224.599618,-109.761317,139.597894,-14.127519,  35.6676160666, 139.7909974545,44.355584,12
210224.799618,-109.777027,139.753596,-14.260138,  35.6676175493, 139.7909983464,44.168747,12
210224.999618,-109.749144,139.811081,-14.619431,  35.6676178130, 139.7909981606,43.804699,12
210225.199618,-109.709268,139.952267,-14.511376,  35.6676185732, 139.7909985815,44.043683,12
210225.399618,-109.688782,139.926328,-14.651364,  35.6676180942, 139.7909988148,43.910608,12
210225.599618,-109.549636,139.814612,-14.844515,  35.6676171426, 139.7909999303,43.868916,12
210225.799618,-109.541494,139.731718,-14.737237,  35.6676160439, 139.7909994506,44.021454,12
210225.999618,-109.565673,139.637071,-14.918847,  35.6676151945, 139.7909993713,43.883580,12
210226.199618,-109.544417,139.545013,-15.200838,  35.6676150397, 139.7909996580,43.699500,12
210226.399618,-109.527472,139.425548,-14.860772,  35.6676133681, 139.7909995161,43.955899,12
210226.599617,-109.502359,139.420209,-15.304872,  35.6676133653, 139.7909993304,43.725691,12
