210207.199711,11,-109.179655,144.060761,-20.240281,35.667641,139.791003,39.494719,0.966908,1.620943,5,-486705.487637,12.629460,0.000000,0.000000,71,74,15,18,20,21,24,76,13,10,73
210207.399711,11,-108.878826,142.782335,-18.995822,35.667641,139.791004,39.561130,0.966903,1.620944,5,-486685.930885,12.654079,0.000000,0.000000,71,74,15,18,20,21,24,76,13,10,73
210207.599711,11,-108.776141,142.679940,-19.020089,35.667641,139.791005,39.287864,0.966898,1.620945,5,-486666.625061,12.733830,0.000000,0.000000,71,74,15,18,20,21,24,76,13,10,73
210207.799711,11,-108.681205,142.628533,-18.772981,35.667640,139.791005,39.455236,0.966893,1.620946,5,-486646.970877,12.781174,0.000000,0.000000,71,74,15,18,20,21,24,76,13,10,73
210207.999711,11,-108.640342,142.686585,-19.214104,35.667640,139.791006,39.061443,0.966888,1.620947,5,-486627.697106,12.780389,0.000000,0.000000,71,74,15,18,20,21,24,76,13,10,73
210208.199711,11,-108.694205,142.690015,-19.114726,35.667640,139.791006,39.157176,0.966884,1.620948,5,-486608.081860,12.846109,0.000000,0.000000,71,74,15,18,20,21,24,76,13,10,73
210208.399711,11,-108.650881,142.774155,-19.122684,35.667640,139.791005,39.269897,0.966879,1.620949,5,-486588.458018,12.834057,0.000000,0.000000,71,74,15,18,20,21,24,76,13,10,73
210208.599711,11,-108.722856,142.784610,-18.813094,35.667640,139.791005,39.460930,0.966874,1.620950,5,-486568.801541,12.813548,0.000000,0.000000,71,74,15,18,20,21,24,76,13,10,73
210208.799711,11,-108.860728,142.721221,-18.622681,35.667640,139.791005,39.471862,0.966869,1.620951,5,-486549.206989,12.715911,0.000000,0.000000,71,74,15,18,20,21,24,76,13,10,73
210208.999711,11,-108.821108,142.654699,-18.570567,35.667639,139.791004,39.496591,0.966864,1.620952,5,-486529.662385,12.762602,0.000000,0.000000,71,74,15,18,20,21,24,76,13,10,73
210209.199711,11,-108.881260,142.768003,-18.365155,35.667640,139.791004,39.638997,0.966860,1.620953,5,-486510.055945,12.791216,0.000000,0.000000,71,74,15,18,20,21,24,76,13,10,73
210209.399711,11,-108.882547,142.726569,-18.300191,35.667640,139.791004,39.810130,0.966855,1.620954,5,-486490.418757,12.874553,0.000000,0.000000,71,74,15,18,20,21,24,76,13,10,73
210209.599711,11,-108.810937,142.846363,-18.187594,35.667641,139.791005,39.891701,0.966850,1.620955,5,-486470.804359,12.835484,0.000000,0.000000,71,74,15,18,20,21,24,76,13,10,73
210209.799711,11,-108.798719,142.901796,-18.033080,35.667641,139.791004,40.064620,0.966845,1.620956,5,-486451.126516,12.818689,0.000000,0.000000,71,74,15,18,20,21,24,76,13,10,73
210209.999711,11,-108.871545,142.906554,-17.743949,35.667641,139.791003,40.186070,0.966840,1.620957,5,-486431.487357,12.796965,0.000000,0.000000,71,74,15,18,20,21,24,76,13,10,73
210210.199711,11,-108.872481,142.967818,-17.624102,35.667641,139.791003,40.334008,0.966836,1.620958,5,-486411.842311,12.769657,0.000000,0.000000,71,74,15,18,20,21,24,76,13,10,73
210210.399710,12,-108.862576,142.925105,-17.901895,35.667640,139.791003,40.072601,0.890608,1.561269,5,-486392.597365,12.897563,0.000000,0.000000,71,74,15,18,20,21,24,76,13,10,12,73
210210.599710,12,-109.046052,142.849758,-17.698631,35.667640,139.791002,40.191264,0.890608,1.561293,5,-486373.034903,12.900149,0.000000,0.000000,71,74,15,18,20,21,24,76,13,10,12,73
210210.799710,12,-109.048384,142.868621,-17.706575,35.667640,139.791002,40.258527,0.890609,1.561318,5,-486353.479707,12.965355,0.000000,0.000000,71,74,15,18,20,21,24,76,13,10,12,73
210210.999710,12,-109.070008,142.890698,-17.545038,35.667640,139.791002,40.374833,0.890609,1.561342,5,-486333.915152,12.991277,0.000000,0.000000,71,74,15,18,20,21,24,76,13,10,12,73
210211.199710,12,-109.073445,142.868874,-17.544523,35.667640,139.791001,40.412179,0.890610,1.561367,5,-486314.353600,12.999875,0.000000,0.000000,71,74,15,18,20,21,24,76,13,10,12,73
210211.399710,12,-109.112014,142.930038,-17.640037,35.667640,139.791001,40.282134,0.890610,1.561391,5,-486294.944321,13.032329,0.000000,0.000000,71,74,15,18,20,21,24,76,13,10,12,73
210211.599710,12,-109.135631,143.018095,-17.798229,35.667641,139.791001,40.177267,0.890610,1.561416,5,-486275.453277,13.033669,0.000000,0.000000,71,74,15,18,20,21,24,76,13,10,12,73
210211.799710,12,-109.116683,142.979177,-17.749632,35.667640,139.791000,40.124565,0.890611,1.561440,5,-486255.959629,12.945545,0.000000,0.000000,71,74,15,18,20,21,24,76,13,10,12,73
210211.999710,12,-109.069796,142.974738,-17.641849,35.667640,139.791000,40.245197,0.890611,1.561465,5,-486236.370538,13.032353,0.000000,0.000000,71,74,15,18,20,21,24,76,13,10,12,73
210212.199710,12,-109.076593,142.880064,-17.652907,35.667640,139.791001,40.226688,0.890611,1.561489,5,-486216.878676,13.078022,0.000000,0.000000,71,74,15,18,20,21,24,76,13,10,12,73
210212.399710,12,-109.207360,142.759032,-17.338813,35.667639,139.791000,40.497010,0.890612,1.561514,5,-486197.184976,13.182662,0.000000,0.000000,71,74,15,18,20,21,24,76,13,10,12,73
210212.599710,12,-109.278848,142.601284,-17.392597,35.667638,139.790999,40.445888,0.890612,1.561538,5,-486177.697593,13.282466,0.000000,0.000000,71,74,15,18,20,21,24,76,13,10,12,73
210212.799710,12,-109.271419,142.555836,-17.617215,35.667638,139.790999,40.302891,0.890613,1.561562,5,-486158.237479,13.264250,0.000000,0.000000,71,74,15,18,20,21,24,76,13,10,12,73
210212.999710,12,-109.260458,142.430604,-17.461389,35.667637,139.790999,40.347667,0.890613,1.561587,5,-486138.674447,13.282203,0.000000,0.000000,71,74,15,18,20,21,24,76,13,10,12,73
210213.199710,12,-109.357002,142.425517,-17.501783,35.667637,139.790998,40.357055,0.890613,1.561611,5,-486119.123391,13.285821,0.000000,0.000000,71,74,15,18,20,21,24,76,13,10,12,73
210213.399710,12,-109.427690,142.385399,-17.460625,35.667637,139.790997,40.383380,0.890614,1.561636,5,-486099.542836,13.307785,0.000000,0.000000,71,74,15,18,20,21,24,76,13,10,12,73
210213.599709,12,-109.419513,142.380692,-17.484456,35.667637,139.790997,40.468793,0.890614,1.561660,5,-486079.931749,13.264369,0.000000,0.000000,71,74,15,18,20,21,24,76,13,10,12,73
210213.799709,12,-109.437437,142.445300,-17.628290,35.667638,139.790997,40.474668,0.890615,1.561684,5,-486060.367034,13.271643,0.000000,0.000000,71,74,15,18,20,21,24,76,13,10,12,73
210213.999709,12,-109.445385,142.533232,-17.699326,35.667638,139.790997,40.588784,0.890615,1.561709,5,-486040.778852,13.278472,0.000000,0.000000,71,74,15,18,20,21,24,76,13,10,12,73
210214.199709,12,-109.405314,142.553662,-17.723314,35.667638,139.790998,40.635550,0.890615,1.561733,5,-486021.204588,13.318233,0.000000,0.000000,71,74,15,18,20,21,24,76,13,10,12,73
210214.399709,12,-109.481337,142.466598,-17.922137,35.667637,139.790997,40.520233,0.890616,1.561758,5,-486001.698224,13.253473,0.000000,0.000000,71,74,15,18,20,21,24,76,13,10,12,73
210214.599709,12,-109.625961,142.510849,-17.839856,35.667637,139.790996,40.653969,0.890616,1.561782,5,-485982.016507,13.331389,0.000000,0.000000,71,74,15,18,20,21,24,76,13,10,12,73
210214.799709,12,-109.616275,142.491585,-17.917080,35.667637,139.790997,40.565942,0.890617,1.561806,5,-485962.552237,13.352307,0.000000,0.000000,71,74,15,18,20,21,24,76,13,10,12,73
210214.999709,12,-109.630087,142.504939,-17.873056,35.667637,139.790997,40.592512,0.890617,1.561831,5,-485942.976182,13.299648,0.000000,0.000000,71,74,15,18,20,21,24,76,13,10,12,73
210215.199709,12,-109.602415,142.378522,-17.861585,35.667636,139.790998,40.603802,0.890617,1.561855,5,-485923.420961,13.266787,0.000000,0.000000,71,74,15,18,20,21,24,76,13,10,12,73
210215.399709,12,-109.559840,142.335083,-17.810726,35.667635,139.790998,40.763211,0.890618,1.561880,5,-485903.818996,13.387390,0.000000,0.000000,71,74,15,18,20,21,24,76,13,10,12,73
210215.599709,12,-109.704127,142.250706,-17.758513,35.667635,139.790997,40.768035,0.890618,1.561904,5,-485884.322049,13.476457,0.000000,0.000000,71,74,15,18,20,21,24,76,13,10,12,73
210215.799709,12,-109.685530,142.273813,-17.716689,35.667635,139.790997,40.853002,0.890619,1.561928,5,-485864.751552,13.543153,0.000000,0.000000,71,74,15,18,20,21,24,76,13,10,12,73
210215.999709,12,-109.577028,142.243543,-17.804266,35.667634,139.790997,40.746910,0.890619,1.561953,5,-485845.263097,13.498886,0.000000,0.000000,71,74,15,18,20,21,24,76,13,10,12,73
